path,scope,category,size_bytes,pages_extracted,extraction_status,hits,error,text_preview
AIOS/KnowledgeBase/raw_data/pdf/1f0da509127f__b4c44599-e8a0-4549-a69e-55f823c84c3f.pdf,property_intelligence,general_aios,50281,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/79fc824df587__085a4c7f-e3ec-4f8b-8914-ce6d207a3597.pdf,property_intelligence,general_aios,214912,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/65e14fa54728__40a2159e-765c-4cf5-8920-c7868d98cf9b.pdf,property_intelligence,general_aios,373272,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/96460ad0a493__7f718f5f-7c26-44e2-9f3f-7f72142ef1e3.pdf,property_intelligence,general_aios,8937034,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/946171eb7220__aaedaa40-96ee-41af-8a09-cb405436ef79.pdf,property_intelligence,general_aios,199254,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/dc951a6790f4__4125da5c-5cfb-4075-9848-276ea284943d.pdf,property_intelligence,general_aios,23027309,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/cbd490de85e8__bf1972d0-0019-4794-8515-33df484f7d39.pdf,property_intelligence,general_aios,62659,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/9ecc1e0ef60c__076813ec-b7fb-4b92-8486-7aac278a8c53.pdf,property_intelligence,general_aios,15610327,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/f657e9a67c4c__eaef75db-9b58-4211-9c66-aaeacbad6c2b.pdf,property_intelligence,general_aios,700763,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/65fdaaea6817__c773ba5f-8194-4b48-9101-4c9d908579b6.pdf,property_intelligence,general_aios,1344285,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/38beaf77ac98__93152205-282a-4909-b1ff-8c736a251784.pdf,property_intelligence,general_aios,102272,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/a8db48d3c858__hsh-global-dubai-logo-source.pdf,property_intelligence,general_aios,25678,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/06496107a578__02_Drawings_G_Sheets_Plans.pdf,property_intelligence,general_aios,9866720,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/9403dec23e55__7a4bae54-b9b7-4722-b003-75fbc7a131ea.pdf,property_intelligence,general_aios,594012,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/0a07824c1e35__dbcb94c9-07cc-4fa4-9e67-36b9329b1a94.pdf,property_intelligence,general_aios,350508,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/73478ddd78ee__c3d446ca-b771-48d7-bdbb-a23072201ee6.pdf,property_intelligence,general_aios,946499,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/de23dd9fa745__45d5715f-639a-494b-8b28-d6086181d188.pdf,property_intelligence,general_aios,942594,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/ea2b31a00342__ffe782fb-57d3-497a-94c6-39c88d1c23c7.pdf,property_intelligence,general_aios,117132,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/9b878d8fbe6d__8eb290f2-a669-4b59-b70c-6f132ca8fe3a.pdf,property_intelligence,general_aios,73098,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/e83a9c7068b8__0819eac9-5adc-4047-811a-1d1d2eb44e4f.pdf,property_intelligence,general_aios,1685677,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/2207e530d8ab__b6fa1a15-20ee-4667-85de-e6bfcf80ff7d.pdf,property_intelligence,general_aios,1059879,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/57a130d4406e__hsh-premium-rent-breakdown.pdf,property_intelligence,general_aios,66344,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/81a8fa0d2f89__78c923e8-3861-4f4a-bf32-b97ad0f55520.pdf,property_intelligence,general_aios,327035,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/db9384cd1cb8__Title Deed PJ-P-VP-018.pdf,property_intelligence,nakheel_design_approval,282618,1,OK,Palm Jumeirah; Title Deed,,"--- page 1 --- Title Deed ΎϬη 03/03/2026 Issue Date ΎΗ أر Owners numbers and their shares: ا 5718603) JURI SUDHEIMER 1410 Ο (5718603) Purchased from BASHTA INVEST LTD by the Land Registration No. : 37346/2026 Date 03/03/2026 for the amount 98500000 Dirham, Ninety Eight Million Five Hundred Thousand UAE Dirhams only. Dirhams This property and its ownership is subject to the terms of the jointly owned property declaration of the above mentioned community and to the regulations issued in accordance with it as may be amended from time to time آ ΎΗΑ .Million Five Hundred Thousand UAE Dirhams only ϫ ϊοΧϳ أ و Land ارض Palm Jumeirah ήϴϤΟ ΔϠΨϧ 6757 1410 Area Sq Meter : Plot No: Community: Property Type: ا ر ا ϧ ر Municipality No: 381 - 2795 ا Area Sq Feet : 15,177.11 Not mortgaged ΔϧϮϫήϣ ήϴϏ ΔϟΎΣ Mortgage Status: 37353/2026 ΰϛήϣ ΪϤΘόϣ ϊϴϗϮΗ Approved Signature - Digital data of this cert"
AIOS/KnowledgeBase/raw_data/pdf/707f8f3c6814__Title Deed.pdf,property_intelligence,general_aios,282628,1,OK,Title Deed,,"--- page 1 --- Title Deed ΎϬη 10/07/2023 Issue Date ΎΗ أر Owners numbers and their shares: ا 6101064) MARIIA LENSHINA 67.27 Ύϣ (6101064) (6101063) SERGEY LENSHIN 67.26 ϳγ (6101063) Purchased from YI WEI ANG by the Land Registration No. : 135152/2023 Date 10/07/2023 for the amount 1900000 Dirham, One Million Nine Hundred Thousand UAE Dirhams only. Dirhams This property and its ownership is subject to the terms of the jointly owned property declaration of the above mentioned community and to the regulations issued in accordance with it as may be amended from time to time آ ٣٢٠٢/٧٠/٠١ Hundred Thousand UAE Dirhams only ϫ ϊοΧϳ أ و Flat Ϫϳϧϛγ ϪϘη Marsa Dubai ϣ 172 6 Sadaf 6 ا 1 134.53 B418 15 1508 Common Area: Area Sq Meter : Parkings: Floor No: Property No: Building Name: Building No: Plot No: Community: Property Type: ا ا ا ر ر إ ر ر ا ϧ ر Municipality No: 392 - 550 ا Area Sq Feet :"
AIOS/KnowledgeBase/raw_data/pdf/772be12fcccf__857dc13e-06e0-4576-914e-302b94794c39.pdf,property_intelligence,general_aios,254672,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/d0215fb97698__db80e808-7ed7-4788-9b62-ac1b3b00b9d0.pdf,property_intelligence,general_aios,1427089,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/73659cce5e19__5a4e7cf2-096e-453c-b6e4-79de275e84c6.pdf,property_intelligence,general_aios,30974,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/5a7aa8d94c95__2469fa24-eb67-4158-83c7-f44b6ab7e061.pdf,property_intelligence,general_aios,101470,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/fb7f270d65b4__5b3f3978-1f04-4866-872a-b82aec8f4ad1.pdf,property_intelligence,general_aios,2495650,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/90d07f33a542__lynaya-hsh.pdf,property_intelligence,general_aios,8772826,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/755c0e90142d__151abc2e-0eea-4e56-9221-a7504e698f2f.pdf,property_intelligence,general_aios,388909,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/efa12adf5665__0b076a8c-5646-498c-b0ba-93377bba1ec2.pdf,property_intelligence,general_aios,462162,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/9bf0bb09d984__a5b8bd1d-ef1c-474d-8fe2-d6ae69c4f7bb.pdf,property_intelligence,general_aios,117773,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/8f8427aed43e__c7fd1009-4768-4a18-8e4d-79a830b4f653.pdf,property_intelligence,general_aios,36679026,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/cd28044593b0__01fa32ea-e2a9-4579-9ff9-c5adf1ae79fc.pdf,property_intelligence,general_aios,15643222,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/bf62113e5a1e__9cdcea5a-1918-45ba-9041-1dc91d3ea688.pdf,property_intelligence,general_aios,39816,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/97a4db387634__f6027891-48e0-4e92-9e54-78f519c92125.pdf,property_intelligence,general_aios,73165,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/fdcacaf590d1__dc2ccd1b-703a-4367-8018-dff0bf7197a3.pdf,property_intelligence,general_aios,35259322,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/d80be1ec1b32__8b7bec75-3394-40bd-ba08-7e12419c2c5d.pdf,property_intelligence,general_aios,117111,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/2952af80c9a1__hsh-company-profile.pdf,property_intelligence,general_aios,17272080,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/d981ddd666d4__Lease Agreement.pdf,property_intelligence,general_aios,383775,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/7245b404a3cf__7e17ebad-5893-47d3-b034-8de1da9f9297.pdf,property_intelligence,general_aios,39443,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/6e39724fd65d__Tiger Sky Tower-3902TigerContract document.pdf,property_intelligence,general_aios,9829631,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/8445a32b378d__ed0f14cd-071d-4e9c-a36b-87ee5be55341.pdf,property_intelligence,general_aios,745913,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/110554c65ee5__1dc3635e-12c6-43fd-9d51-6903beb396ee.pdf,property_intelligence,general_aios,67691,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/b2c84a0a6d7a__3a17c20e-4b3f-4710-ad35-ae51eb7c389c.pdf,property_intelligence,general_aios,101625,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/111333029d24__Tax Invoice_INV-16965.pdf,property_intelligence,general_aios,20629,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/1937e9d2b825__5fcd78f0-bbab-4f17-86aa-ceb0c5a219c3.pdf,property_intelligence,general_aios,171148,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/d4d2680c420a__58f28e63-4021-4105-8ab2-927584c2d618.pdf,property_intelligence,general_aios,11543041,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/372c0cfaa38e__Receipt_RC-965228.pdf,property_intelligence,general_aios,17184,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/448ab782668b__68728b82-c63d-4832-a590-b1fd644a2e93.pdf,property_intelligence,general_aios,3795001,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/8acd97762ab0__acfb867e-9476-461f-a140-fab30c0c05ed.pdf,property_intelligence,general_aios,245409,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/4b785b975c13__9ec4cfc8-349c-49a8-a901-e9d494d84f9a.pdf,property_intelligence,general_aios,51187,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/26ab74f0b4ca__doou.pdf,property_intelligence,general_aios,12620631,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/5412a89551d0__c2306c89-a559-4e04-902b-351bddbcdcc2.pdf,property_intelligence,general_aios,23936421,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/a5cfe0f3a692__7f2e2907-d5b4-477a-ae43-c03c8a5d0b9b.pdf,property_intelligence,general_aios,10054529,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/40c7feb1799d__6200d09b-289e-49c8-b2ae-263e07753d89.pdf,property_intelligence,general_aios,34556,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/94744779cb5b__eaec7e18-d7bd-4d66-87f8-48d7f548daf8.pdf,property_intelligence,general_aios,23373407,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/a2381dd282ec__REV01_Nakheel_Approval_Readiness_Audit.pdf,property_intelligence,nakheel_design_approval,19656,6,OK,NAKHEEL; Nakheel; PJ-P-VP-018; Palm Jumeirah; RETURN; Return; Swimming pool; return; swimming pool; undertaking,,"--- page 1 --- Page 1 REV-01 Nakheel Approval Readiness Audit Target file audited: Plot-18 PJ-P-VP-018 REV-01 FINAL Nakheel Submission.pdf Reference only: PDF Binder (Plot-18) Palm Villa (Big Basement).pdf Comparison/checking only: Palm_Jumeirah_Nakheel_updated.pdf Date of audit: 17 June 2026 Decision Do not upload the current REV-01 FINAL file yet. It is much stronger than the original submission and it directly responds to Nakheel's returned comments. However, it is still not approval-ready because it contains avoidable contradictions and authority-return triggers: 1. Old revision row still appears on all sheets: 00 12-MAY-26 ISSUED PRELIM. DDA SUBM.NAKHEEL. 2. FAR is declared exactly at the limit: 1,128.00 m^2 / 0.80, with no tolerance margin. 3. Basement FAR treatment is contradictory: G-101 says basement GFA is counted ""for transparency"", but then excludes it from the total FA"
AIOS/KnowledgeBase/raw_data/pdf/21dc6b49aee0__3aa9d3de76c92df0cf1ce3e9c2392950applications_1030_684637_transactions_Report26329992 2.pdf,property_intelligence,validation_reporting,1443271,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/555fb95a8bdf__23d43356-ae58-4898-8906-1b7476c96b91.pdf,property_intelligence,general_aios,72978,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/946058cf0266__179d9577-286b-4b42-b333-d7908aacf498.pdf,property_intelligence,general_aios,30724,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/6487d7b435f3__5d125344-9f24-4397-b7de-1501263c801e.pdf,property_intelligence,general_aios,730013,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/032b3935058f__9879fa9d-4961-4742-b758-101ed4ad4a46.pdf,property_intelligence,general_aios,13655611,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/f3893d65719e__c3c70e07-1d52-4bde-9d4c-634dce1f0231.pdf,property_intelligence,general_aios,1979453,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/07c368307fad__hsh-nautica-one-unit-4406-final-fixed.pdf,property_intelligence,property_intelligence,683550,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/dbbcc4b279be__6be57373-0b65-4aa4-9d3c-9872c5adc17b.pdf,property_intelligence,general_aios,47241,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/e834635273ac__c64fe381-6b96-4b20-87b0-bbee270a85f5.pdf,property_intelligence,general_aios,35670926,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/3f3b87323f85__dubai-investment-comparison-hsh.pdf,property_intelligence,general_aios,2068854,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/f4c18876c7cc__f1ba9560-46bf-48da-a948-1b8a347db66b.pdf,property_intelligence,general_aios,276714,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/da9095c40813__f8297184-9608-4fa2-a9f7-1621d1cc1156.pdf,property_intelligence,general_aios,2160348,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/b2d992324222__a94baff9-cbe1-4f16-a439-c763268345b8.pdf,property_intelligence,general_aios,1268672,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/a15a5ddaa874__cc5fb224-0b31-4030-ad8c-77b5a53d9a0a.pdf,property_intelligence,general_aios,920026,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/0a79ce4dd776__c278e675-26bd-468f-8314-7cd7225f6b87.pdf,property_intelligence,general_aios,67853,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/b6386d178638__4e7a27fa-ebec-4ba6-8706-c696c23f30e1.pdf,property_intelligence,general_aios,2013135,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/35e1da40181e__24317637-af91-4405-9724-0e40def2c20d.pdf,property_intelligence,general_aios,319477,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/02c097d0b3cf__1f5cb50b-ccd7-4bbb-8a14-96dc3a6a3fd8.pdf,property_intelligence,general_aios,257807,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/00e43dbd9f8f__0114e0f0-faa8-43bf-a80e-b657e982df1d.pdf,property_intelligence,general_aios,108795,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/ff562ece148b__f543d4b4-cd92-49e1-a920-483046f9b0be.pdf,property_intelligence,general_aios,73134,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/d5186584abf4__884901fb-c698-4bfc-ac17-d178c78fc325.pdf,property_intelligence,general_aios,527031,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/879f9deedd65__2b3698d1-3ea9-49e3-aa13-67ffcc3d4db9.pdf,property_intelligence,general_aios,78994,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/5f015dad37da__34d1c699-b8a5-4de3-bae6-6c81d581e32c.pdf,property_intelligence,general_aios,246229,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/f293d5a1024a__ea633bc9-ab81-4500-816b-201b7873045f.pdf,property_intelligence,general_aios,26145895,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/c52ff3b318ce__ea4d7029-9e98-47c8-8b61-b583d93c2c58.pdf,property_intelligence,general_aios,1063606,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/0b525eded1b0__417c0b8b-8d1b-4ea6-805e-8a8f4da7efb0.pdf,property_intelligence,general_aios,1011926,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/21d6cff64023__14297a8f-3e64-4614-b275-edb8c0291925.pdf,property_intelligence,general_aios,1533254,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/715ac38f7805__9c6b6c07-0372-4ef6-9fa3-96045c6f9cb2.pdf,property_intelligence,general_aios,312520,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/00513311f053__0b92f8cb-d62c-4269-8e9f-ed8c569bbeb1.pdf,property_intelligence,general_aios,2013146,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/3bcf78582a8b__907a1fe0-165b-498e-ae59-81e6a6251945.pdf,property_intelligence,general_aios,14316949,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/776a6a91575a__e1954aed-d586-4b55-940d-14f7e87fc229.pdf,property_intelligence,general_aios,284491,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/602e0c873b54__832d2f45-f2c2-49fd-94d2-715d8adb3b2a.pdf,property_intelligence,general_aios,37004776,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/28cb21e2c457__03b73472-0d6f-444a-a486-f2121b806bd0.pdf,property_intelligence,general_aios,515278,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/f79e2c9128dd__0b6bfbf8-6d01-41b9-80e6-aaea2b321dcc.pdf,property_intelligence,general_aios,1233602,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/9110a29084e4__e812a0bf-b946-47b3-8374-820599ff0481.pdf,property_intelligence,general_aios,2216247,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/a3b9f7df55ba__d648744e-d817-4c0a-ba88-d18bf0a33e32.pdf,property_intelligence,general_aios,931222,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/476474789cd7__7a6532d8-fab4-4eac-8b5a-ea5cca056fcf.pdf,property_intelligence,general_aios,144168,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/5c265d52569a__96afeb67-ea19-437a-b5e2-7e671e462700.pdf,property_intelligence,general_aios,20797886,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/6e057d43e8e7__1a115dc3-a776-4fb7-b737-24c02af6073d.pdf,property_intelligence,general_aios,2101733,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/9f4f7a569808__72683a61-17fe-4930-b900-8f2b019d8683.pdf,property_intelligence,general_aios,15138065,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/f200cdae9002__214f1fd2-1c1a-4d54-96b4-22eb6e8c36f0.pdf,property_intelligence,general_aios,68249,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/b5257d2f2712__7addba6d-8f27-46c6-b9c7-862520b7c4f4.pdf,property_intelligence,general_aios,4630288,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/85ac65536269__78bb3d24-8464-42ed-bdd0-a0b6e0a6d1c9.pdf,property_intelligence,general_aios,8602615,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/27c6cb4a1ffa__6c808f80-369c-4746-aa38-b5653e632673.pdf,property_intelligence,general_aios,298417,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/96dab7f321bf__69bc501f-8e80-4d18-ad70-e0769d8fc818.pdf,property_intelligence,general_aios,713282,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/41c5f673fc86__0ca8141c-245c-4b10-9981-c16d461e80dd.pdf,property_intelligence,general_aios,5211603,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/bfc5c40e1df6__PROFORMA_INVOICE_P-16965.pdf,property_intelligence,general_aios,134149,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/b97ff40102cf__dubai-march-2026-impact-report-hsh.pdf,property_intelligence,validation_reporting,12796,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/a5a0ccf4d31b__bd872155-aa0d-486c-91f9-db6c9b775768.pdf,property_intelligence,general_aios,32854,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/551d9c12d728__7e5b08aa-c7a9-4bca-aad8-bf83684cca66.pdf,property_intelligence,general_aios,558647,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/87988d8c93b9__Register of UBO _1_.pdf,property_intelligence,general_aios,270644,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/a9d4c10f04c3__ca7833c6-d96e-478d-b832-53b65c8eb21c.pdf,property_intelligence,general_aios,256201,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/61d20a83e48c__Plot-18_PJ-P-VP-018_REV-01_FINAL_Nakheel_Submission.pdf,property_intelligence,nakheel_design_approval,170314,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/c6b34f0947bb__df42405b-4cb8-41a4-aa23-ef0804670aaa.pdf,property_intelligence,general_aios,1109134,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/3ee4bfb5ea41__f12030bf-433c-4d70-a3b0-dfc02a7cd941.pdf,property_intelligence,general_aios,19992858,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/1000be64db64__0c2bc260-303a-429f-889f-932b405f3074.pdf,property_intelligence,general_aios,80409,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/8e9377786312__02A_Drawings_G_Sheets_Area_Calculations.pdf,property_intelligence,general_aios,6509353,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/db8c4afbe21b__f5cd74e4-3d6a-4da5-8c6c-e50dc5d2f507.pdf,property_intelligence,general_aios,315576,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/0b50e2d76484__873ff6ae-e843-4fbe-a5bd-58ad3a83312b.pdf,property_intelligence,general_aios,729616,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/76b239f0d399__e5d9a473-9f61-41d6-81c7-0b09469e5c1c.pdf,property_intelligence,general_aios,285708,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/dfca3e6f3f82__e8ad7460-d710-425c-aa0b-5d1b1e741cf9.pdf,property_intelligence,general_aios,71637,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/d167e3e6ffe9__a89b6884-1054-406a-af31-01bf0ec3c0aa.pdf,property_intelligence,general_aios,1733690,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/dde4f75ff164__941edbe6-7d55-47b6-bdea-5cd1b5c710ef.pdf,property_intelligence,general_aios,544814,0,SKIPPED_LOW_PRIORITY,,,
AIOS/KnowledgeBase/raw_data/pdf/0ca825715f1a__INC Memorandum of Association - signed _1_.pdf,property_intelligence,general_aios,560061,0,SKIPPED_LOW_PRIORITY,,,
_ORGANIZED_2026-06-24/01_AIOS_OPENAI_HANDOFFS/OPENAI_MASTER_BUNDLE.pdf,aios,general_aios,3250,0,SKIPPED_LOW_PRIORITY,,,
