bridge_id,source_file,source_sheet,listing_url,listing_id,broker_reference,permit_number,property_number,plot_number,building_name,unit_number,community,project_name,resolver_record_id,bridge_classification,quality_class,quality_score,quality_reason
5424ddc9f11a895c678c0b2f,WhatsApp ChatStorage.sqlite,,https://www.bayut.com/property/details-12448505.html,12448505,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
0647842b751f24d6042597ed,WhatsApp ChatStorage.sqlite,,https://www.bayut.com/property/details-13601540.html,13601540,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
0e6b6c28a0331d277a2a8b8f,WhatsApp ChatStorage.sqlite,,https://www.propertyfinder.ae/en/plp/buy/land-for-sale-dubai-al-wasl-al-wasl-road-16109976.html,16109976,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
e70e0d92d799a6cc6c33a5d2,WhatsApp ChatStorage.sqlite,,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-business-bay-paramount-tower-hotel-residences-14277956.html,14277956,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
432ef0df295ad42b66446698,WhatsApp ChatStorage.sqlite,,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-al-wasl-al-wasl-road-al-wasl-villas-15956213.html,15956213,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
3489836f2eed2676952d5a90,WhatsApp ChatStorage.sqlite,,https://www.propertyfinder.ae/to/15932213/en.,15932213,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
705cf850286b58fe68310632,WhatsApp ChatStorage.sqlite,,https://www.propertyfinder.ae/en/plp/commercial-rent/shop-for-rent-dubai-living-legends-andalusia-courtyard-mall-16145894.html,16145894,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
5ebbf7b4d0fadcbb9dc2bd2c,WhatsApp ChatStorage.sqlite,,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-business-bay-paramount-tower-hotel-residences-16113114.html,16113114,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
f84d645b34843e8a6ca3628b,WhatsApp ChatStorage.sqlite,,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-dubai-hills-estate-ellington-house-ellington-house-1-15773152.html,15773152,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
4b135a904cc54742a075cb17,WhatsApp ChatStorage.sqlite,,https://www.propertyfinder.ae/en/plp/buy/villa-for-sale-dubai-dubai-hills-estate-golf-grove-16159697.html,16159697,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
daf3d9afc0f96a4a903f9220,WhatsApp ChatStorage.sqlite,,https://dubizzle.com/s/DaBGtHT,DaBGtHT,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
b9ec874aef15c8f7e3ed192e,WhatsApp ChatStorage.sqlite,,https://www.propertyfinder.ae/to/15355318/en.,15355318,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
27732129bc18cc3fa99948ce,WhatsApp ChatStorage.sqlite,,https://www.propertyfinder.ae/to/15778237/en.,15778237,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
6b3f308a04b261c55e105caf,WhatsApp ChatStorage.sqlite,,https://www.propertyfinder.ae/en/new-projects/al-barari/lunaria-al-barari.,lunaria-al-barari,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
1c12281507023ced33bfb355,WhatsApp ChatStorage.sqlite,,https://www.bayut.com/property-market-analysis/tru-estimate/,tru-estimate,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
d7f5fc779f1efb347a3d448b,WhatsApp ChatStorage.sqlite,,https://dubizzle.com/s/DfBoSK8,DfBoSK8,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
aec0938539bef3ed7b875925,WhatsApp ChatStorage.sqlite,,https://www.propertyfinder.ae/en/plp/commercial-buy/office-space-for-sale-dubai-jumeirah-village-circle-binghatti-circle-16178419.html*,16178419,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
44435f1505f023161858d807,WhatsApp ChatStorage.sqlite,,https://www.propertyfinder.ae/en/plp/buy/villa-for-sale-dubai-mohammed-bin-rashid-city-district-11-elie-saab-vie-townhouses-15592345,15592345,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
07f1b1b2d2391744fca0388e,WhatsApp ChatStorage.sqlite,,https://www.propertyfinder.ae/en/plp/buy/townhouse-for-sale-dubai-mohammed-bin-rashid-city-district-11-elie-saab-vie-townhouses-16084435,16084435,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
84ebe56d2b4e7efd01565564,WhatsApp ChatStorage.sqlite,,https://www.bayut.com/l/NNi2miZB,NNi2miZB,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
cdd510f2a10102067992612e,WhatsApp ChatStorage.sqlite,,https://www.bayut.com/property/details-13130415.html,13130415,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
60d029d7d882de8449404cd3,WhatsApp ChatStorage.sqlite,,https://www.propertyfinder.ae/en/agent/saeed-aladly-325662,325662,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
5a71812883c269d403e8df35,WhatsApp ChatStorage.sqlite,,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-downtown-dubai-burj-lake-hotel-the-address-downtown-15406190.html,15406190,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
caa4697ebc2509c9b695371d,WhatsApp ChatStorage.sqlite,,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-downtown-dubai-burj-lake-hotel-the-address-downtown-14320767.html,14320767,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
e569d07fd9f1cbc40b3f39a0,WhatsApp ChatStorage.sqlite,,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-downtown-dubai-burj-lake-hotel-the-address-downtown-14997951.html,14997951,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
ec13d9cea0f04f0ec042fafd,WhatsApp ChatStorage.sqlite,,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-downtown-dubai-burj-lake-hotel-the-address-downtown-14773989.html,14773989,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
ccbfb991e6be9426f03ea61e,WhatsApp ChatStorage.sqlite,,https://www.propertyfinder.ae/en/plp/buy/townhouse-for-sale-dubai-town-square-naseem-townhouses-15592141.html,15592141,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
c0814a84f792941b067f1216,WhatsApp ChatStorage.sqlite,,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-downtown-dubai-burj-lake-hotel-the-address-downtown-15623742.html,15623742,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
0af40ca17c83d501ef0603b8,WhatsApp ChatStorage.sqlite,,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-downtown-dubai-burj-lake-hotel-the-address-downtown-15356085.html,15356085,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
1a80cb763949e93e6efaa306,WhatsApp ChatStorage.sqlite,,https://www.bayut.com/property/details-12692810.html,12692810,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
0471eed5ca71b426febf143b,WhatsApp ChatStorage.sqlite,,https://propertyfinder.ae/to/15700197,15700197,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
f59f1d172d43170fa512909c,WhatsApp ChatStorage.sqlite,,https://www.propertyfinder.ae/en/plp/buy/townhouse-for-sale-dubai-town-square-naseem-townhouses-15549788.html,15549788,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
58cac9c483320933167c0ef7,WhatsApp ChatStorage.sqlite,,https://www.propertyfinder.ae/en/plp/buy/apartment-for-sale-dubai-downtown-dubai-burj-lake-hotel-the-address-downtown-15496181.html,15496181,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
1ba58b7fd52c3de5605698e3,WhatsApp ChatStorage.sqlite,,https://www.bayut.com/property/details-12771848.html,12771848,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
e43aa96547b2ba7b2d62e118,WhatsApp ChatStorage.sqlite,,https://dubizzle.com/s/DiBL6eP,DiBL6eP,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
70c4fbb60fceb59214af2571,WhatsApp ChatStorage.sqlite,,https://www.propertyfinder.ae/en/plp/buy/villa-for-sale-dubai-dubai-islands-bay-villas-100429408.html,100429408,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
42cebd2048d8a1eb761a7533,WhatsApp ChatStorage.sqlite,,https://www.propertyfinder.ae/go/V6GC7RTGDJGNCZ3Y6PQEFR3QFM/ar.,ar,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
fb907db3f8573db73b413188,WhatsApp ChatStorage.sqlite,,https://www.propertyfinder.ae/go/CS99856AQC8XFEGMY9P7V0BP0G/ar.,99856,,,,,,,,,7f9f69f79ea5c7e8,partial_bridge,Weak,25,single clue family without trusted bridge completion
82d7f23a7d762fee167ad6ff,Active Listings.xlsx,Sale Listings,,,,,,,10 Oxford,B320,Jumeirah Village Circle (JVC),10 Oxford,,invalid_bridge,Weak,25,single clue family without trusted bridge completion
972d0aafd2a6c1b2f0c170cd,Active Listings.xlsx,Sale Listings,,,,,,,10 Oxford,B207,Jumeirah Village Circle (JVC),10 Oxford,,invalid_bridge,Weak,25,single clue family without trusted bridge completion
aa0d662d91d6f598495f5ab7,Active Listings.xlsx,Sale Listings,,,,,,,10 Oxford,A226,Jumeirah Village Circle (JVC),10 Oxford,,invalid_bridge,Weak,25,single clue family without trusted bridge completion
21aa1935c57f71578d13be97,Active Listings.xlsx,Sale Listings,,,,,,,10 Oxford,B321,Jumeirah Village Circle (JVC),10 Oxford,,invalid_bridge,Weak,25,single clue family without trusted bridge completion
fac2b121cd72aebce93f00bd,Active Listings.xlsx,Sale Listings,,,,,,,10 Oxford,A532,Jumeirah Village Circle (JVC),10 Oxford,,invalid_bridge,Weak,25,single clue family without trusted bridge completion
5ff8c8a87a318fd145a76bd0,Active Listings.xlsx,Sale Listings,,,,,,,,1109,Motor City,,,invalid_bridge,Weak,25,single clue family without trusted bridge completion
423a578505fe2e5ff822ea09,Active Listings.xlsx,Sale Listings,,,,,,,Sobha Orbis Tower B,B1310,Motor City,Sobha Orbis Tower B,,invalid_bridge,Weak,25,single clue family without trusted bridge completion
0caf8df09b4c377cce3b64aa,Active Listings.xlsx,Sale Listings,,,,,,,Sobha Orbis Tower B,B1501,Motor City,Sobha Orbis Tower B,,invalid_bridge,Weak,25,single clue family without trusted bridge completion
99ed945740a56cc4ce40339e,Active Listings.xlsx,Sale Listings,,,,,,,,515,Arjan,,,invalid_bridge,Weak,25,single clue family without trusted bridge completion
0b3b0e6522f903b52f0d7168,Active Listings.xlsx,Sale Listings,,,,,,,10 Oxford,B507,Jumeirah Village Circle (JVC),10 Oxford,,invalid_bridge,Weak,25,single clue family without trusted bridge completion
fccb3c2987c63d95894869e5,Active Listings.xlsx,Sale Listings,,,,,,,10 Oxford,B509,Jumeirah Village Circle (JVC),10 Oxford,,invalid_bridge,Weak,25,single clue family without trusted bridge completion
ae564e0d9cb1c2bac49708ff,Active Listings.xlsx,Sale Listings,,,,,,,Sobha Orbis Tower A,A1017,Motor City,Sobha Orbis Tower A,,invalid_bridge,Weak,25,single clue family without trusted bridge completion
667f8a937028a62991e7442d,Active Listings.xlsx,Sale Listings,,,,,,,Sobha Orbis Tower A,A1616,Motor City,Sobha Orbis Tower A,,invalid_bridge,Weak,25,single clue family without trusted bridge completion
139684ecddff52463695f0a0,Active Listings.xlsx,Sale Listings,,,,,,,Sobha Orbis Tower A,A1816,Motor City,Sobha Orbis Tower A,,invalid_bridge,Weak,25,single clue family without trusted bridge completion
b7ab8cc0fd0e39c9bb9a98cd,Active Listings.xlsx,Sale Listings,,,,,,,Sobha Orbis Tower E,E1107,Motor City,Sobha Orbis Tower E,,invalid_bridge,Weak,25,single clue family without trusted bridge completion
4b6f1955c0d32e1e15361a3b,Active Listings.xlsx,Sale Listings,,,,,,,Sobha Orbis Tower E,E1207,Motor City,Sobha Orbis Tower E,,invalid_bridge,Weak,25,single clue family without trusted bridge completion
d08060f32172b24cec818de8,Listings (1).xlsx,Sale,,7740425,10306-crtbiA,,,,Al Zahia,,Muwaileh,Al Zahia,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
8d0412552a7a42eaa8e7ab6a,Listings (1).xlsx,Sale,,8589977,10306-OQSiRY,,,,The Riff 3,,Aljada,The Riff,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
9dd089700029c092034dab4c,Listings (1).xlsx,Sale,,9102153,10306-ROhUks,,,,Sharjah Sustainable City,,Al Rahmaniya,Sharjah Sustainable City,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
6ecaf16823eeb5644f844af0,Listings (1).xlsx,Sale,,8565032,10306-XNN3cH,,,,Sapphire Beach Residence by Eagle Hills,,Al Khan,Sapphire Beach Residence by Eagle Hills,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
6e9fd3cd185ecf975b61cae9,Listings (1).xlsx,Sale,,7740502,10306-wnCHBN,,,,Indigo Beach Residence,,Al Khan,Indigo Beach Residence,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
1b66e358edb1077bdb46a8f0,Listings (1).xlsx,Sale,,7878430,10306-xvMQi1,,,,The Boulevard 3,,Aljada,The Boulevard,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
472e3858d237a3bfb0fb5615,Listings (1).xlsx,Sale,,9039596,10306-MMH5zG,,,,Woroud,,Muwaileh,UpTown Al Zahia,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
c2df256f44f364223858f64b,Listings (1).xlsx,Sale,,8683948,10306-is7uE5,,,,Nasaq,,Aljada,Nasaq,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
a42ebe3f1ee1a34c537dd178,Listings (1).xlsx,Sale,,8754031,10306-Ddjas6,,,,The Riff 3,,Aljada,The Riff,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
21300d3fd3c5bbbf62cc3f47,Listings (1).xlsx,Sale,,8565096,10306-bIU6Ox,,,,Sama Residence,,Al Khan,Maryam Gate Residences,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
f1562d98d0741537678cba65,Listings (1).xlsx,Sale,,8707815,10306-wnEwp8,,,,Misk 4,,Aljada,Misk 4,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
703f9616d43a966b6fc6b589,Listings (1).xlsx,Sale,,8554266,10306-jpnDM4,,,,Noor Residences,,Al Khan,Maryam Gate Residences,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
a32f5c239e45b7efe95e4aa0,Listings (1).xlsx,Sale,,9161515,10306-15QCx0,,,,Indigo Beach Residence,,Al Khan,Indigo Beach Residence,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
48c4f7adf76f1b572ef14f13,Listings (1).xlsx,Sale,,8625617,10306-SMiwVu,,,,Robinia,,Tilal City,Robinia,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
b547b8f60eb81a0e6556f332,Listings (1).xlsx,Sale,,8921643,10306-vMDi30,,,,Mesk Residences,,Al Khan,Mesk Residences,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
5d1a45d09ae240035d243ea3,Listings (1).xlsx,Sale,,8636966,10306-jTKapE,,,,Woroud,,Muwaileh,UpTown Al Zahia,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
2d22b91ef7903fd7d51dd437,Listings (1).xlsx,Sale,,9274870,10306-aEvshc,,,,The Gate,,Aljada,The Gate,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
1d1948ee7fc04e54665ef582,Listings (1).xlsx,Sale,,9102886,10306-TIuehO,000920402,,,Indigo Beach Residence,,Al Khan,Indigo Beach Residence,,exact_bridge,Exact,100,ingestion-marked exact bridge
599bd5f739e8f717e0f448cd,Listings (1).xlsx,Sale,,9190466,10306-EqAI8v,6944040455,,,Elie Saab Vie at the Fields,C129-7,Mohammed Bin Rashid City,The Fields,,exact_bridge,Exact,100,ingestion-marked exact bridge
c89905fbf4112fafbd691aa3,Listings (1).xlsx,Sale,,9279479,10306-bLgiPW,7117617324,,,Al Fahad Tower 2,502,Barsha Heights (Tecom),Al Fahad Tower 2,,exact_bridge,Exact,100,ingestion-marked exact bridge
f6274462828cb6a82d245c93,Listings (1).xlsx,Sale,,9279567,10306-EAFt8x,7117451386,,,New Dubai Gate 2,,Jumeirah Lake Towers (JLT),New Dubai Gate 2,,exact_bridge,Exact,100,ingestion-marked exact bridge
7521f2afd195d7dff7338a47,Listings (1).xlsx,Sale,,9279410,10306-QMrXhQ,7117617280,,,Al Fahad Tower 2,505,Barsha Heights (Tecom),Al Fahad Tower 2,,exact_bridge,Exact,100,ingestion-marked exact bridge
c24d27b5de1f793744994621,Listings (1).xlsx,Sale,,9256664,10306-Bw3QJK,7118442800,,,Manchester Tower,209,Dubai Marina,Manchester Tower,,exact_bridge,Exact,100,ingestion-marked exact bridge
ed867497402f3ba91f1ee986,Listings (1).xlsx,Sale,,9246366,10306-BjrCLY,71505261816,,,Samana Skyros,409,Arjan,Samana Skyros,,exact_bridge,Exact,100,ingestion-marked exact bridge
0c457feeb5d3a67ba2a4b99d,Listings (1).xlsx,Sale,,9235367,10306-KXC2LE,7117777734,,,Marina Suites,,Dubai Marina,Marina Suites,,exact_bridge,Exact,100,ingestion-marked exact bridge
c0a0761a680aedd5b7045850,Listings (1).xlsx,Sale,,9151026,10306-KoCg37,71209125309,,,Residences 12,1204,Mohammed Bin Rashid City,The Residences at District One,,exact_bridge,Exact,100,ingestion-marked exact bridge
1ad544ece52d0e61fdd60853,Listings (1).xlsx,Sale,,9228307,10306-DiCtLy,71198998198,,,Golf Views Seven City,,Jumeirah Lake Towers (JLT),Golf Views Seven City,,exact_bridge,Exact,100,ingestion-marked exact bridge
7789610511bb89d3cfe7297b,Listings (1).xlsx,Sale,,8871539,10306-kc7k14,,,,Indigo Beach Residence,,Al Khan,Indigo Beach Residence,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
ad172955041c6127d9a1d992,Listings (1).xlsx,Sale,,9191721,10306-lbTlTD,71102202065,,,Cote D' Azur Resort,3109,The World Islands,Cote D' Azur Resort,,exact_bridge,Exact,100,ingestion-marked exact bridge
b54dc5faaf61a10a6d7d9e11,Listings (1).xlsx,Sale,,9190848,10306-KnPwg2,71198973538,,,Golf Views Seven City,,Jumeirah Lake Towers (JLT),Golf Views Seven City,,exact_bridge,Exact,100,ingestion-marked exact bridge
e78f3297d84475a39b0d0939,Listings (1).xlsx,Sale,,9191480,10306-LWlpJD,71198876015,,,Golf Views Seven City,,Jumeirah Lake Towers (JLT),Golf Views Seven City,,exact_bridge,Exact,100,ingestion-marked exact bridge
b2bd1a7a1947f66ce47596bb,Listings (1).xlsx,Sale,,9135809,10306-UXNRQd,71151306821,,,Urban Oasis by Missoni,212,Business Bay,Urban Oasis by Missoni,,exact_bridge,Exact,100,ingestion-marked exact bridge
800270a1703a8d02362ccce3,Listings (1).xlsx,Sale,,9118042,10306-egExAe,71417254292,,,Uniestate Supreme Residence,209,Arjan,Uniestate Supreme Residence,,exact_bridge,Exact,100,ingestion-marked exact bridge
de056bc714554f542cfb362a,Listings (1).xlsx,Sale,,9097314,10306-FRexob,71471394343,,,Binghatti Crescent,410,Jumeirah Village Circle (JVC),Binghatti Crescent,,exact_bridge,Exact,100,ingestion-marked exact bridge
d59f8d6a32ee33e3907a6033,Listings (1).xlsx,Sale,,9091776,10306-zjBBFY,71504120677,,,Canal Crown Tower 1,2006,Business Bay,Canal Crown Tower 1,,exact_bridge,Exact,100,ingestion-marked exact bridge
d473353625cbbb0e5d678384,Listings (1).xlsx,Sale,,9005878,10306-WlWpyS,,,,Sharjah Sustainable City,,Al Rahmaniya,Sharjah Sustainable City,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
957ee3969858f2ca5523af82,Listings (1).xlsx,Sale,,8904385,10306-NQOosM,71435856240,,,Ellington Beach House,,Palm Jumeirah,Ellington Beach House,,exact_bridge,Exact,100,ingestion-marked exact bridge
560602704893d7ebab712093,Listings (1).xlsx,Sale,,8892882,10306-iZ8fh0,71449862005,,,The Cove II Building 4,,Dubai Creek Harbour,The Cove II Building 4,,exact_bridge,Exact,100,ingestion-marked exact bridge
e676b02b1c96eae872557157,Listings (1).xlsx,Sale,,8865681,10306-IoBiCI,71517916631,,,Binghatti Amber,837,Jumeirah Village Circle (JVC),Binghatti Amber,,exact_bridge,Exact,100,ingestion-marked exact bridge
73154591c42d8dd56470e60e,Listings (1).xlsx,Sale,,8742662,10306-7pRZGh,71280244554,,,Residences 13,,Mohammed Bin Rashid City,The Residences at District One,,exact_bridge,Exact,100,ingestion-marked exact bridge
2f02774c8120ffa7e3cb33b0,Listings (1).xlsx,Sale,,8673808,10306-TkPQPg,71293278514,,,Alexis Tower,1420,Jebel Ali,Alexis Tower,,exact_bridge,Exact,100,ingestion-marked exact bridge
b713effc3b703b75e884f627,Listings (1).xlsx,Sale,,8475007,10306-EfrC2u,71445384047,,,Miami 2 by Samana,,Jumeirah Village Triangle (JVT),Miami 2 by Samana,,exact_bridge,Exact,100,ingestion-marked exact bridge
4d314d5bf47be507e2b3b208,Listings (1).xlsx,Sale,,8475466,10306-nALlrn,71408864260,,,Torino by ORO24 Building 3,106,Arjan,Torino by ORO24 Building 3,,exact_bridge,Exact,100,ingestion-marked exact bridge
f5f55d5baadbee327dee7aa1,Listings (1).xlsx,Sale,,8638615,10306-kNWm9D,,,,Al Zahia,,Muwaileh,Al Zahia,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
bf39e0451c9b2f59cec741d8,Listings (1).xlsx,Sale,,8938404,10306-4Dac8y,,,,Tiraz,,Aljada,Tiraz,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
ef87d0a86d600581da72667d,Listings (1).xlsx,Sale,,8942392,10306-47diAl,,,,Misk Apartments,,Aljada,Misk Apartments,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
d5e68d16b72c83e550ced371,Listings (1).xlsx,Sale,,8674296,10306-4uM2mV,,,,Sendian Villas,,Tilal City,Sendian Villas,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
be5f2442ef045329ef7a7729,Listings (1).xlsx,Sale,,8672603,10306-sMo9Zx,,,,Sendian Villas,,Tilal City,Sendian Villas,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
c3dacb9b2e45064c91b8c739,Listings (1).xlsx,Sale,,9112099,10306-MqsFUJ,,,,Tiraz,,Aljada,Tiraz,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
9c4e14385d6126ef45ff1260,Listings (1).xlsx,Sale,,8697407,10306-Zwab5j,,,,Sendian Villas,,Tilal City,Sendian Villas,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
3936b7031a6d33fc73bb6632,Listings (1).xlsx,Sale,,9062581,10306-k5jV88,,,,Kaya,,Tilal City,Kaya,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
999432eb6d84e051f22b86b5,Listings (1).xlsx,Sale,,8857589,10306-MrRGgc,,,,Sharjah Sustainable City,,Al Rahmaniya,Sharjah Sustainable City,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
88b3c705533ece6c2348a3dd,Listings (1).xlsx,Sale,,9101933,10306-2ovvSW,,,,Sharjah Sustainable City,,Al Rahmaniya,Sharjah Sustainable City,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
52629fad101cf1b2bb04e8ae,Listings (1).xlsx,Sale,,9096573,10306-jbQsxd,000920402,,,Woroud,,Muwaileh,UpTown Al Zahia,,exact_bridge,Exact,100,ingestion-marked exact bridge
2a8f642c69ac409db3cfb978,Listings (1).xlsx,Sale,,9198116,10306-xq7T7S,,,,Hayyan,,Barashi,Hayyan,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
0668472a42fc754572bde0fe,Listings (1).xlsx,Sale,,8973545,10306-JNsloi,,,,Shams Residences,,Al Khan,Maryam Gate Residences,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
c88290a057955029710519e0,Listings (1).xlsx,Sale,,9206518,10306-5vDawV,,,,Woroud,,Muwaileh,UpTown Al Zahia,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
4e1d64c8505022313febd96c,Listings (1).xlsx,Sale,,9197715,10306-tw3mYX,,,,Indigo Beach Residence,,Al Khan,Indigo Beach Residence,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
f55d2aab927ea483f21c8802,Listings (1).xlsx,Sale,,9021652,10306-s2b1Ej,,,,Maryam Island,,Al Khan,Maryam Island,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
a4d463ab9773022687472b36,Listings (1).xlsx,Sale,,9179689,10306-5Ozvsa,,,,Tiraz,,Aljada,Tiraz,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
5e4e53f2352fb52008a1a634,Listings (1).xlsx,Sale,,8133622,10306-pHkIH3,,,,,,Muwaileh,,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
6dab6bf839087c70b8709eb5,Listings (1).xlsx,Sale,,9256131,10306-p8MapT,0076581318,,,Address Residences Zabeel,,Za'abeel,Address Residences Zabeel,,exact_bridge,Exact,100,ingestion-marked exact bridge
64d98cb306a31e7a3d1ac1fa,Listings (1).xlsx,Sale,,8939683,10306-U9pDu0,1073271018,,,Red Square,,Jumeirah Village Triangle (JVT),Red Square,,exact_bridge,Exact,100,ingestion-marked exact bridge
bc0f77b3d3ad379bd3146865,Listings (1).xlsx,Sale,,8984422,10306-UmOIDg,,,,Sharjah Sustainable City,,Al Rahmaniya,Sharjah Sustainable City,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
582ce2463eae4ef5ee405ba3,Listings (1).xlsx,Sale,,9241770,10306-Pe0Ih0,,,,,,Aljada,,,partial_bridge,Partial,55,public reference with supporting clues but no exact resolver bridge
